https://contents.goodfortune.jp/kmo2/,Keiko的「ムーン・オラクル」〜月が導いた神秘の29枚〜
https://contents.goodfortune.jp/narusawa/,“白金の伝説占者”マダム成澤の誕生霊数〜当たり過ぎも困りものよ
https://contents.goodfortune.jp/epc/,転写パワーであなたの幸運細胞を揺さぶる！　エナジープロデュースカード
https://contents.goodfortune.jp/fujita/,仙家道術の秘儀を操る漢　藤田和久の八徳文殊波動玄術
https://contents.goodfortune.jp/chigumi/,精霊たちの囁きに鳥肌！　Chigumiのハワイアン・エレメンタル
https://contents.goodfortune.jp/gyoku/,本場台湾驚愕の厄払い！　悪霊も退散する鬼鑑定　玉仙妃の【靈符八神占】
https://contents.goodfortune.jp/lemurian/,心震える愛と癒しの奇跡【44枚の神の神秘】レムリアン・シード・オラクル
https://contents.goodfortune.jp/rie/,理想の未来を叶える占い師 山咲りえ ハンドコズミック数命術
https://contents.goodfortune.jp/kiko/,激ヤバッ!!　当たりすぎて「震えが止まらない」霊魂ダウザーKiko
https://contents.goodfortune.jp/mermaid/,愛、欲望、嫉妬、心の闇をさらけ出す魔性のカード【マーメイドオラクル】
https://contents.goodfortune.jp/luna/,ソウルメイトで話題！　引き寄せの女神☆ルナロジー創始者Keiko
https://contents.goodfortune.jp/aoki/,全国の占い学校から講演依頼殺到！◆青木智の極当占“十大主星占術”
https://contents.goodfortune.jp/miku/,限りある命の中で最大限の奇跡を起こす！未空流『命式陰陽術』
https://contents.goodfortune.jp/sugano/,「世界にただ一つの奇跡」菅野萌の“ツインレイリーディング”
https://contents.goodfortune.jp/ichild/,22枚の童話の世界が真実を告げる〜インナーチャイルドカード
https://contents.goodfortune.jp/shintaku/,日本の神託カード　〜神々と精霊、いのちと大地からのメッセージ〜
https://contents.goodfortune.jp/merisa/,負を浄化！《業界口コミ》騒然の魔術〜オルゴナイトリーディング
https://contents.goodfortune.jp/yuki/,読まれ過ぎ覚悟の極深占！　霊波リーダー結祈のペンデュラム占術
https://contents.goodfortune.jp/risui/,煌めきと幸福をもたらす“人生のみちびき師”鈴木理水の霊眼リーディング
https://contents.goodfortune.jp/klarale/,クラーラおばさんの《鉛数秘》〜古代の叡智が溢れる“幻”占術〜
https://contents.goodfortune.jp/macalon/,マカロンタロット〜可愛いけど本格派！　運命開く魔法のカード〜
https://contents.goodfortune.jp/aiga/,万物見極め真実晒す！　名古屋の行列占〜大須の母・相賀琉予〜
https://contents.goodfortune.jp/aqua/,人生の“負”を強制排除！ 驚異の《引き上げ》鑑定士“AQUA”
https://contents.goodfortune.jp/kirei/,運命切り開く至高の導き！　月星キレイのジュピテーショナル占術
https://contents.goodfortune.jp/pof/,KEIKOの「パートオブフォーチュン〜幸運のありか〜」
https://contents.goodfortune.jp/shokita/,諸喜田清子の波動宿綴占〜自動書記で綴り連なる運命の宿図
https://contents.goodfortune.jp/miesha/,日本最大占いイベント人気No.1占い師！　恋愛成就マスターmiesha
https://contents.goodfortune.jp/chiharu/,“心”貫く至高の感涙鑑定！木村衣晴ツインソウル・リーディング
https://contents.goodfortune.jp/takashima/,高島照令の『名乗り【ナノリ】』宿命鑑定
